rev_id,auto_labeled,damaging,goodfaith,rev_link,username,anonymous,first_edit_time,edit_years,label_damage,confidence_damage,label_faith,confidence_faith,NUM
625658329,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=625658329,178.202.135.29,TRUE,8/18/14 17:01,6,TRUE,0.850825376,FALSE,0.151654346,0.763313175
616573654,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=616573654,Dieterdelav,FALSE,7/11/14 20:44,6,TRUE,0.571604096,FALSE,0.370856607,0.271640307
637437812,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=637437812,71.239.172.110,TRUE,9/1/13 5:52,7,TRUE,0.927691691,FALSE,0.053790779,0.974098972
611005001,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=611005001,Sandbergja,FALSE,11/21/11 23:27,9,FALSE,0.008981607,TRUE,0.992227322,0.673463363
631400586,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=631400586,147.70.56.156,TRUE,10/28/14 0:45,6,TRUE,0.802691343,TRUE,0.95101206,0.254053684
641550282,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=641550282,209.171.159.237,TRUE,1/8/15 8:39,5,TRUE,0.845214055,FALSE,0.164159689,0.056619973
626479413,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=626479413,Ugog_Nizdast,FALSE,5/1/13 2:54,7,FALSE,0.002740981,TRUE,0.998122623,0.797961407
656314483,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=656314483,173.27.148.214,TRUE,4/13/15 18:30,5,TRUE,0.651408448,FALSE,0.332255342,0.971296997
625761971,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=625761971,BattyBot,FALSE,12/30/11 0:11,9,FALSE,0.008154232,TRUE,0.991816289,0.491339117
628616487,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=628616487,J3Mrs,FALSE,5/26/09 11:00,11,FALSE,0.003760895,TRUE,0.997536556,0.045064964
630278454,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=630278454,Jim_Michael,FALSE,2/20/10 19:41,10,FALSE,0.02115332,TRUE,0.986393836,0.926692064
636633217,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=636633217,120.62.160.233,TRUE,8/7/09 20:22,11,TRUE,0.763004226,FALSE,0.189455135,0.092874873
647908053,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=647908053,Wheatleigh2015,FALSE,2/19/15 17:53,5,TRUE,0.829113976,TRUE,0.799266692,0.755323618
635249721,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=635249721,82.127.72.227,TRUE,11/24/14 15:42,6,TRUE,0.887438012,FALSE,0.140225118,0.316782199
638228635,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=638228635,Wiki_CRUK_John,FALSE,5/1/14 14:28,6,TRUE,0.570246286,TRUE,0.958125394,0.059803326
608010176,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=608010176,Master_of_Time,FALSE,2/25/13 3:58,7,FALSE,0.012090849,TRUE,0.990566555,0.72713823
617708516,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=617708516,Chjoaygame,FALSE,2/13/09 14:38,11,FALSE,0.03408593,TRUE,0.980137874,0.058879186
635342065,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=635342065,2602:306:37eb:47e0:a152:b562:1af6:1af6,TRUE,11/25/14 5:31,6,FALSE,0.359036965,TRUE,0.800194346,0.669738609
606377603,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=606377603,175.110.181.70,TRUE,4/29/14 19:41,6,TRUE,0.859540889,FALSE,0.24998703,0.407817709
616108638,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=616108638,82.13.175.114,TRUE,3/21/14 18:00,6,TRUE,0.767880087,FALSE,0.267079319,0.742696264
632569723,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=632569723,SovalValtos,FALSE,4/10/14 12:00,6,FALSE,0.465016718,TRUE,0.962429611,0.783407287
617708516,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=617708516,Chjoaygame,FALSE,2/13/09 14:38,11,FALSE,0.03408593,TRUE,0.980137874,0.706304041
632389261,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=632389261,NationalRegisterBot,FALSE,11/10/13 18:37,7,FALSE,0.007503122,TRUE,0.996568237,0.006570083
641686118,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=641686118,24.67.32.131,TRUE,12/13/13 21:19,7,TRUE,0.801792446,FALSE,0.170421303,0.757106286
641670637,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=641670637,50.131.153.242,TRUE,9/21/13 20:31,7,FALSE,0.023449815,TRUE,0.987074962,0.866419572
621670671,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=621670671,37.135.72.161,TRUE,8/17/14 19:47,6,TRUE,0.814423013,TRUE,0.843583058,0.122461941
614296478,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=614296478,65.189.214.89,TRUE,6/19/13 2:12,7,TRUE,0.721782187,FALSE,0.347683075,0.413491936
606607104,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=606607104,Rjwilmsi,FALSE,3/4/05 11:57,15,FALSE,0.007011936,TRUE,0.992293577,0.330049208
631303370,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=631303370,Johnlp,FALSE,7/25/05 20:16,15,FALSE,0.016498742,TRUE,0.988000171,0.75767306
634726523,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=634726523,Dookiekid,FALSE,10/24/14 12:34,6,TRUE,0.699415737,TRUE,0.892355973,0.278185644
638435243,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=638435243,April_Arcus,FALSE,12/14/04 0:43,16,FALSE,0.19853105,TRUE,0.911179428,0.579240895
615804961,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=615804961,ClueBot_NG,FALSE,10/28/10 8:18,10,FALSE,0.002267098,TRUE,0.998447166,0.915422132
640229646,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=640229646,Kamran_bhat,FALSE,11/27/14 17:21,6,FALSE,0.110422431,TRUE,0.936655227,0.632987281
649037691,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=649037691,203.38.165.18,TRUE,12/3/09 2:16,11,TRUE,0.825789024,FALSE,0.207967929,0.762926197
652229250,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=652229250,MediaWiki_message_delivery,FALSE,11/20/13 18:15,7,FALSE,0.003716525,TRUE,0.997798157,0.45022418
650667903,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=650667903,Bagumba,FALSE,10/4/08 21:51,12,FALSE,0.029439556,TRUE,0.983605656,0.154482203
645979588,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=645979588,Unibond,FALSE,5/23/08 12:26,12,TRUE,0.649616209,TRUE,0.982780718,0.975872541
649296623,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=649296623,Dr._Blofeld,FALSE,6/14/06 15:43,14,FALSE,0.012960144,TRUE,0.990395556,0.017259004
635427260,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=635427260,Epicgenius,FALSE,11/24/12 2:57,8,FALSE,0.011831266,TRUE,0.99251402,0.464839013
648181662,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=648181662,Pibwl,FALSE,10/28/03 19:11,17,FALSE,0.004517243,TRUE,0.997909219,0.082126694
619783963,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=619783963,121.211.16.223,TRUE,8/4/14 7:57,6,TRUE,0.920377536,FALSE,0.201038167,0.991970517
654685720,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=654685720,Shanemlogan,FALSE,4/2/15 20:59,5,TRUE,0.852752899,FALSE,0.191903533,0.802314627
651284066,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=651284066,Bmf_051,FALSE,5/15/14 1:57,6,FALSE,0.011969856,TRUE,0.994599952,0.174116104
629195789,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=629195789,Georgialh,FALSE,7/14/13 2:53,7,FALSE,0.009987841,TRUE,0.992651427,0.744056786
639210119,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=639210119,Hallmark_Channel,FALSE,12/2/14 5:46,6,TRUE,0.893763823,FALSE,0.097926729,0.022172953
651302865,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=651302865,Ss112,FALSE,4/20/06 8:38,14,FALSE,0.006373706,TRUE,0.996062413,0.697264514
627704477,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=627704477,69.157.77.163,TRUE,9/2/14 13:35,6,TRUE,0.731348456,TRUE,0.744862499,0.561705715
634213224,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=634213224,RajtheEmperor,FALSE,12/18/13 5:52,7,FALSE,0.064675882,TRUE,0.958854265,0.782978082
609985812,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=609985812,Yearsold21,FALSE,5/24/14 19:21,6,TRUE,0.772798302,TRUE,0.854884841,0.554323978
649117577,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=649117577,Izkala,FALSE,11/4/14 16:15,6,FALSE,0.023430945,TRUE,0.991981745,0.083567895
647312231,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=647312231,Uhbooh,FALSE,6/24/13 4:40,7,TRUE,0.533086621,TRUE,0.95191476,0.624292058
612434163,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=612434163,Xqbot,FALSE,11/18/08 6:00,12,FALSE,0.013657356,TRUE,0.986138357,0.945272555
644664561,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=644664561,210.210.12.202,TRUE,5/7/07 6:53,13,TRUE,0.727477383,TRUE,0.722282047,0.347569622
641584077,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=641584077,Mike_Cline,FALSE,1/3/07 15:22,13,FALSE,0.020948802,TRUE,0.984708489,0.671422526
635405491,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=635405491,MrBill3,FALSE,10/5/11 0:16,9,FALSE,0.003171085,TRUE,0.997647928,0.520269232
605976356,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=605976356,Kerry_Raymond,FALSE,6/17/05 9:49,15,FALSE,0.013446574,TRUE,0.989842973,0.923301979
637178362,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=637178362,Sizzle808mafiacb,FALSE,12/8/14 15:35,6,TRUE,0.885820454,FALSE,0.082302247,0.474156757
627373786,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=627373786,101.127.112.157,TRUE,9/28/14 4:44,6,TRUE,0.747137192,FALSE,0.27331234,0.503567362
653515322,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=653515322,HostBot,FALSE,4/8/12 19:21,8,FALSE,0.003491319,TRUE,0.997763538,0.746133973
624500384,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=624500384,BrillLyle,FALSE,4/26/13 18:50,7,FALSE,0.007791556,TRUE,0.995537937,0.397067737
606489654,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=606489654,Calvin999,FALSE,7/7/09 16:51,11,FALSE,0.006909069,TRUE,0.995142618,0.76484439
647014684,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=647014684,70.187.77.11,TRUE,2/13/15 22:32,5,TRUE,0.805580792,FALSE,0.218428058,0.936655281
631811805,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=631811805,Harvzsf,FALSE,5/10/05 7:15,15,FALSE,0.018580443,TRUE,0.992955684,0.220368022
628381102,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=628381102,24.191.205.112,TRUE,10/5/14 20:42,6,TRUE,0.598614728,FALSE,0.435289159,0.772437371
645482971,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=645482971,Eddie_Nixon,FALSE,6/5/09 11:51,11,FALSE,0.008652806,TRUE,0.993582961,0.795132036
653125483,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=653125483,ECW28,FALSE,9/18/12 21:03,8,TRUE,0.571735078,TRUE,0.966400256,0.371209114
627083004,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=627083004,Jolicnikola,FALSE,3/11/10 19:21,10,FALSE,0.011645378,TRUE,0.991527616,0.105366194
637571720,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=637571720,72.80.141.196,TRUE,12/11/14 3:17,6,TRUE,0.849060485,TRUE,0.525867002,0.933296477
634594551,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=634594551,Mukt_ash,FALSE,11/19/14 18:37,6,TRUE,0.7495936,FALSE,0.238923125,0.195639161
632992553,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=632992553,177.200.49.211,TRUE,10/4/14 21:04,6,FALSE,0.119837305,TRUE,0.947559662,0.574605222
639744902,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=639744902,Gaia_Octavia_Agrippa,FALSE,9/2/07 23:45,13,FALSE,0.007211917,TRUE,0.995674869,0.281406306
614219356,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=614219356,Mark_immer,FALSE,6/19/14 15:36,6,FALSE,0.157205653,TRUE,0.960451497,0.439424995
622674606,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=622674606,WP_1.0_bot,FALSE,2/4/07 22:52,13,FALSE,0.003454152,TRUE,0.997507735,0.349573143
606786863,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=606786863,AaronH1998(),FALSE,5/2/14 16:22,6,TRUE,0.717694458,FALSE,0.323298161,0.156330058
635983882,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=635983882,50.67.0.82,TRUE,11/30/14 3:51,6,TRUE,0.855014711,FALSE,0.153788169,0.062958159
612101794,FALSE,TRUE,FALSE,https://en.wikipedia.org/w/index.php?oldid=612101794,97.114.126.4,TRUE,6/8/14 17:10,6,TRUE,0.952645902,FALSE,0.049466949,0.800496568
647187131,FALSE,TRUE,TRUE,https://en.wikipedia.org/w/index.php?oldid=647187131,Suttonecu,FALSE,2/11/15 2:28,5,TRUE,0.727525709,TRUE,0.962965412,0.123396395
640013054,FALSE,FALSE,TRUE,https://en.wikipedia.org/w/index.php?oldid=640013054,AnomieBOT,FALSE,8/15/08 1:45,12,FALSE,0.010548554,TRUE,0.990303594,0.132844083
